ID,PLIP_score
XRU_docked_complex,0.4000
XTQ_docked_complex,0.4000
XXG_docked_complex,0.4000
XYY_docked_complex,0.4000
Y00_docked_complex,0.4000
Y3R_docked_complex,0.4000
Y53_docked_complex,0.4000
Y61_docked_complex,0.4000
Y7C_docked_complex,0.4000
Y8L_docked_complex,0.4000
YD6_docked_complex,0.4000
YDB_docked_complex,0.4000
YFG_docked_complex,0.4000
YG1_docked_complex,0.4000
YIZ_docked_complex,0.4000
YKR_docked_complex,0.4000
YLU_docked_complex,0.4000
YNT_docked_complex,0.4000
YOK_docked_complex,0.4000
YP2_docked_complex,0.4000
YPM_docked_complex,0.4000
YQD_docked_complex,0.4000
YR9_docked_complex,0.4000
YRM_docked_complex,0.4000
YWR_docked_complex,0.4000
YWX_docked_complex,0.4000
YXW_docked_complex,0.4000
Z48_docked_complex,0.4000
ZGJ_docked_complex,0.4000
ZJW_docked_complex,0.4000
ZLV_docked_complex,0.4000
ZO5_docked_complex,0.4000
ZOV_docked_complex,0.4000
ZTW_docked_complex,0.4000
ZTY_docked_complex,0.4000
ZVW_docked_complex,0.4000
ZVY_docked_complex,0.4000
ZW2_docked_complex,0.4000
ZWS_docked_complex,0.4000
03L_docked_complex,0.2000
03M_docked_complex,0.2000
041_docked_complex,0.2000
05X_docked_complex,0.2000
06N_docked_complex,0.2000
077_docked_complex,0.2000
082_docked_complex,0.2000
08W_docked_complex,0.2000
099_docked_complex,0.2000
09K_docked_complex,0.2000
0GX_docked_complex,0.2000
0J0_docked_complex,0.2000
0JK_docked_complex,0.2000
0OE_docked_complex,0.2000
0OW_docked_complex,0.2000
0XB_docked_complex,0.2000
0XI_docked_complex,0.2000
0Z2_docked_complex,0.2000
108_docked_complex,0.2000
11N_docked_complex,0.2000
11Y_docked_complex,0.2000
15M_docked_complex,0.2000
166_docked_complex,0.2000
16V_docked_complex,0.2000
16W_docked_complex,0.2000
17K_docked_complex,0.2000
180_docked_complex,0.2000
196_docked_complex,0.2000
1BZ_docked_complex,0.2000
1EK_docked_complex,0.2000
1FQ_docked_complex,0.2000
1GI_docked_complex,0.2000
1IQ_docked_complex,0.2000
1L3_docked_complex,0.2000
1MO_docked_complex,0.2000
1O6_docked_complex,0.2000
1QB_docked_complex,0.2000
1SU_docked_complex,0.2000
1TU_docked_complex,0.2000
1U7_docked_complex,0.2000
1YL_docked_complex,0.2000
21P_docked_complex,0.2000
22E_docked_complex,0.2000
235_docked_complex,0.2000
29A_docked_complex,0.2000
2C7_docked_complex,0.2000
2JZ_docked_complex,0.2000
2K5_docked_complex,0.2000
2KR_docked_complex,0.2000
2KV_docked_complex,0.2000
2KX_docked_complex,0.2000
2M3_docked_complex,0.2000
2RK_docked_complex,0.2000
2SB_docked_complex,0.2000
2VU_docked_complex,0.2000
2W6_docked_complex,0.2000
2WB_docked_complex,0.2000
2WE_docked_complex,0.2000
2WL_docked_complex,0.2000
307_docked_complex,0.2000
30R_docked_complex,0.2000
31P_docked_complex,0.2000
32D_docked_complex,0.2000
32J_docked_complex,0.2000
32P_docked_complex,0.2000
33R_docked_complex,0.2000
34R_docked_complex,0.2000
34X_docked_complex,0.2000
35E_docked_complex,0.2000
361_docked_complex,0.2000
36V_docked_complex,0.2000
374_docked_complex,0.2000
37J_docked_complex,0.2000
37R_docked_complex,0.2000
382_docked_complex,0.2000
38E_docked_complex,0.2000
393_docked_complex,0.2000
39P_docked_complex,0.2000
3C8_docked_complex,0.2000
3D9_docked_complex,0.2000
3EK_docked_complex,0.2000
3FN_docked_complex,0.2000
3FV_docked_complex,0.2000
3HJ_docked_complex,0.2000
3HT_docked_complex,0.2000
3M9_docked_complex,0.2000
3PW_docked_complex,0.2000
3RD_docked_complex,0.2000
3RF_docked_complex,0.2000
3RU_docked_complex,0.2000
3RX_docked_complex,0.2000
3SJ_docked_complex,0.2000
3T1_docked_complex,0.2000
3TE_docked_complex,0.2000
3TP_docked_complex,0.2000
3U1_docked_complex,0.2000
3UW_docked_complex,0.2000
3VP_docked_complex,0.2000
3W1_docked_complex,0.2000
3WH_docked_complex,0.2000
3WO_docked_complex,0.2000
3XE_docked_complex,0.2000
3XM_docked_complex,0.2000
3YO_docked_complex,0.2000
3YY_docked_complex,0.2000
3ZV_docked_complex,0.2000
40L_docked_complex,0.2000
40V_docked_complex,0.2000
417_docked_complex,0.2000
43E_docked_complex,0.2000
440_docked_complex,0.2000
470_docked_complex,0.2000
47B_docked_complex,0.2000
488_docked_complex,0.2000
49B_docked_complex,0.2000
49I_docked_complex,0.2000
49L_docked_complex,0.2000
4E7_docked_complex,0.2000
4FP_docked_complex,0.2000
4GI_docked_complex,0.2000
4JQ_docked_complex,0.2000
4MK_docked_complex,0.2000
4PY_docked_complex,0.2000
4RD_docked_complex,0.2000
4RO_docked_complex,0.2000
4S3_docked_complex,0.2000
4SP_docked_complex,0.2000
4UE_docked_complex,0.2000
4UL_docked_complex,0.2000
4Y5_docked_complex,0.2000
517_docked_complex,0.2000
529_docked_complex,0.2000
52T_docked_complex,0.2000
53R_docked_complex,0.2000
53W_docked_complex,0.2000
53Z_docked_complex,0.2000
54M_docked_complex,0.2000
553_docked_complex,0.2000
558_docked_complex,0.2000
55E_docked_complex,0.2000
55F_docked_complex,0.2000
55H_docked_complex,0.2000
564_docked_complex,0.2000
565_docked_complex,0.2000
57N_docked_complex,0.2000
58R_docked_complex,0.2000
5B3_docked_complex,0.2000
5BN_docked_complex,0.2000
5BP_docked_complex,0.2000
5BQ_docked_complex,0.2000
5BW_docked_complex,0.2000
5D2_docked_complex,0.2000
5E2_docked_complex,0.2000
5EL_docked_complex,0.2000
5ET_docked_complex,0.2000
5FJ_docked_complex,0.2000
5GK_docked_complex,0.2000
5GT_docked_complex,0.2000
5HB_docked_complex,0.2000
5JG_docked_complex,0.2000
5KE_docked_complex,0.2000
5KM_docked_complex,0.2000
5LK_docked_complex,0.2000
5NP_docked_complex,0.2000
5O3_docked_complex,0.2000
5P1_docked_complex,0.2000
5PS_docked_complex,0.2000
5QQ_docked_complex,0.2000
5RW_docked_complex,0.2000
5SM_docked_complex,0.2000
5SY_docked_complex,0.2000
5U4_docked_complex,0.2000
5UW_docked_complex,0.2000
5YZ_docked_complex,0.2000
61Y_docked_complex,0.2000
62P_docked_complex,0.2000
63I_docked_complex,0.2000
63J_docked_complex,0.2000
63K_docked_complex,0.2000
64E_docked_complex,0.2000
64M_docked_complex,0.2000
658_docked_complex,0.2000
675_docked_complex,0.2000
69Z_docked_complex,0.2000
6AX_docked_complex,0.2000
6CB_docked_complex,0.2000
6DX_docked_complex,0.2000
6GH_docked_complex,0.2000
6H3_docked_complex,0.2000
6HZ_docked_complex,0.2000
6I0_docked_complex,0.2000
6I6_docked_complex,0.2000
6IO_docked_complex,0.2000
6JH_docked_complex,0.2000
6K1_docked_complex,0.2000
6LO_docked_complex,0.2000
6N1_docked_complex,0.2000
6NJ_docked_complex,0.2000
6P4_docked_complex,0.2000
6P9_docked_complex,0.2000
6PM_docked_complex,0.2000
6PT_docked_complex,0.2000
6PV_docked_complex,0.2000
6Q2_docked_complex,0.2000
6Q9_docked_complex,0.2000
6QQ_docked_complex,0.2000
6RG_docked_complex,0.2000
6TI_docked_complex,0.2000
6XF_docked_complex,0.2000
6Y0_docked_complex,0.2000
6Z2_docked_complex,0.2000
70Y_docked_complex,0.2000
71T_docked_complex,0.2000
732_docked_complex,0.2000
73B_docked_complex,0.2000
74F_docked_complex,0.2000
76P_docked_complex,0.2000
76S_docked_complex,0.2000
77X_docked_complex,0.2000
78Q_docked_complex,0.2000
79B_docked_complex,0.2000
7CN_docked_complex,0.2000
7FZ_docked_complex,0.2000
7G3_docked_complex,0.2000
7IJ_docked_complex,0.2000
7J2_docked_complex,0.2000
7JD_docked_complex,0.2000
7JX_docked_complex,0.2000
7KE_docked_complex,0.2000
7LB_docked_complex,0.2000
7M5_docked_complex,0.2000
7NE_docked_complex,0.2000
7PY_docked_complex,0.2000
7QI_docked_complex,0.2000
7RN_docked_complex,0.2000
7S5_docked_complex,0.2000
7SQ_docked_complex,0.2000
7U1_docked_complex,0.2000
7V3_docked_complex,0.2000
7XG_docked_complex,0.2000
7XN_docked_complex,0.2000
7XY_docked_complex,0.2000
7ZV_docked_complex,0.2000
80R_docked_complex,0.2000
81G_docked_complex,0.2000
820_docked_complex,0.2000
83P_docked_complex,0.2000
85C_docked_complex,0.2000
85W_docked_complex,0.2000
860_docked_complex,0.2000
88L_docked_complex,0.2000
89W_docked_complex,0.2000
8AM_docked_complex,0.2000
8BN_docked_complex,0.2000
8CK_docked_complex,0.2000
8DK_docked_complex,0.2000
8E8_docked_complex,0.2000
8GS_docked_complex,0.2000
8LS_docked_complex,0.2000
8LY_docked_complex,0.2000
8MY_docked_complex,0.2000
8OU_docked_complex,0.2000
8OY_docked_complex,0.2000
8PR_docked_complex,0.2000
8PX_docked_complex,0.2000
8VL_docked_complex,0.2000
8XY_docked_complex,0.2000
90D_docked_complex,0.2000
91O_docked_complex,0.2000
925_docked_complex,0.2000
939_docked_complex,0.2000
94U_docked_complex,0.2000
94Z_docked_complex,0.2000
95L_docked_complex,0.2000
96S_docked_complex,0.2000
996_docked_complex,0.2000
99K_docked_complex,0.2000
9CA_docked_complex,0.2000
9FS_docked_complex,0.2000
9HP_docked_complex,0.2000
9HS_docked_complex,0.2000
9JG_docked_complex,0.2000
9MB_docked_complex,0.2000
9PS_docked_complex,0.2000
9QM_docked_complex,0.2000
9TV_docked_complex,0.2000
9UQ_docked_complex,0.2000
9V5_docked_complex,0.2000
9W3_docked_complex,0.2000
9WO_docked_complex,0.2000
9WR_docked_complex,0.2000
9Y8_docked_complex,0.2000
9Z5_docked_complex,0.2000
A1A1C_docked_complex,0.2000
A1A2A_docked_complex,0.2000
A1A6L_docked_complex,0.2000
A1ACK_docked_complex,0.2000
A1AER_docked_complex,0.2000
A1AKC_docked_complex,0.2000
A1AKM_docked_complex,0.2000
A1AMJ_docked_complex,0.2000
A1AO4_docked_complex,0.2000
A1APO_docked_complex,0.2000
A1AST_docked_complex,0.2000
A1ATH_docked_complex,0.2000
A1AU0_docked_complex,0.2000
A1AUY_docked_complex,0.2000
A1AV4_docked_complex,0.2000
A1AXA_docked_complex,0.2000
A1AXR_docked_complex,0.2000
A1B84_docked_complex,0.2000
A1B9K_docked_complex,0.2000
A1BCG_docked_complex,0.2000
A1BEP_docked_complex,0.2000
A1BHL_docked_complex,0.2000
A1BKY_docked_complex,0.2000
A1BRB_docked_complex,0.2000
A1BU9_docked_complex,0.2000
A1BXG_docked_complex,0.2000
A1BZP_docked_complex,0.2000
A1CAA_docked_complex,0.2000
A1CAG_docked_complex,0.2000
A1D48_docked_complex,0.2000
A1D54_docked_complex,0.2000
A1D9Q_docked_complex,0.2000
A1H3U_docked_complex,0.2000
A1H4Q_docked_complex,0.2000
A1H5C_docked_complex,0.2000
A1H5V_docked_complex,0.2000
A1H64_docked_complex,0.2000
A1H6G_docked_complex,0.2000
A1H8B_docked_complex,0.2000
A1H8H_docked_complex,0.2000
A1H8W_docked_complex,0.2000
A1H9N_docked_complex,0.2000
A1H9T_docked_complex,0.2000
A1HZ4_docked_complex,0.2000
A1IAI_docked_complex,0.2000
A1IDI_docked_complex,0.2000
A1IHS_docked_complex,0.2000
A1II2_docked_complex,0.2000
A1ILA_docked_complex,0.2000
A1IMC_docked_complex,0.2000
A1ION_docked_complex,0.2000
A1ITW_docked_complex,0.2000
A1L0I_docked_complex,0.2000
A1L1S_docked_complex,0.2000
A1L4F_docked_complex,0.2000
A1L7P_docked_complex,0.2000
A1LW2_docked_complex,0.2000
A1LWZ_docked_complex,0.2000
A1LX2_docked_complex,0.2000
A1LX3_docked_complex,0.2000
A1LZF_docked_complex,0.2000
A2Y_docked_complex,0.2000
A3F_docked_complex,0.2000
A45_docked_complex,0.2000
A4Q_docked_complex,0.2000
A4V_docked_complex,0.2000
A5Q_docked_complex,0.2000
A6S_docked_complex,0.2000
A7A_docked_complex,0.2000
A7O_docked_complex,0.2000
A7X_docked_complex,0.2000
A9X_docked_complex,0.2000
ADF_docked_complex,0.2000
AED_docked_complex,0.2000
AF_docked_complex,0.2000
AJN_docked_complex,0.2000
AJW_docked_complex,0.2000
AJZ_docked_complex,0.2000
AKI_docked_complex,0.2000
AQ0_docked_complex,0.2000
AUB_docked_complex,0.2000
AV6_docked_complex,0.2000
AVX_docked_complex,0.2000
AWL_docked_complex,0.2000
AXI_docked_complex,0.2000
AZB_docked_complex,0.2000
B25_docked_complex,0.2000
B47_docked_complex,0.2000
B4A_docked_complex,0.2000
B5C_docked_complex,0.2000
B6A_docked_complex,0.2000
B6B_docked_complex,0.2000
BAN_docked_complex,0.2000
BBN_docked_complex,0.2000
BC3_docked_complex,0.2000
BDI_docked_complex,0.2000
BIC_docked_complex,0.2000
BLF_docked_complex,0.2000
BLQ_docked_complex,0.2000
BMZ_docked_complex,0.2000
BOZ_docked_complex,0.2000
BPS_docked_complex,0.2000
BQ5_docked_complex,0.2000
BQM_docked_complex,0.2000
BQU_docked_complex,0.2000
BR1_docked_complex,0.2000
BRK_docked_complex,0.2000
BS2_docked_complex,0.2000
BV9_docked_complex,0.2000
BVO_docked_complex,0.2000
BWZ_docked_complex,0.2000
BXW_docked_complex,0.2000
BXZ_docked_complex,0.2000
BYE_docked_complex,0.2000
BZE_docked_complex,0.2000
C0E_docked_complex,0.2000
C28_docked_complex,0.2000
C2D_docked_complex,0.2000
C4D_docked_complex,0.2000
C58_docked_complex,0.2000
C6I_docked_complex,0.2000
C72_docked_complex,0.2000
C9B_docked_complex,0.2000
C9Q_docked_complex,0.2000
CFG_docked_complex,0.2000
CI0_docked_complex,0.2000
CRO_docked_complex,0.2000
CU4_docked_complex,0.2000
CWY_docked_complex,0.2000
CZ9_docked_complex,0.2000
CZH_docked_complex,0.2000
CZY_docked_complex,0.2000
D06_docked_complex,0.2000
D0S_docked_complex,0.2000
D3F_docked_complex,0.2000
D5O_docked_complex,0.2000
D6W_docked_complex,0.2000
D7U_docked_complex,0.2000
DBW_docked_complex,0.2000
DC3_docked_complex,0.2000
DD4_docked_complex,0.2000
DEQ_docked_complex,0.2000
DGB_docked_complex,0.2000
DI1_docked_complex,0.2000
DIZ_docked_complex,0.2000
DJC_docked_complex,0.2000
DJO_docked_complex,0.2000
DLI_docked_complex,0.2000
DLR_docked_complex,0.2000
DMY_docked_complex,0.2000
DP0_docked_complex,0.2000
DVF_docked_complex,0.2000
DYY_docked_complex,0.2000
E01_docked_complex,0.2000
E0J_docked_complex,0.2000
E10_docked_complex,0.2000
E3A_docked_complex,0.2000
E3N_docked_complex,0.2000
E58_docked_complex,0.2000
E6T_docked_complex,0.2000
E7K_docked_complex,0.2000
E82_docked_complex,0.2000
E85_docked_complex,0.2000
EAF_docked_complex,0.2000
EBW_docked_complex,0.2000
EBX_docked_complex,0.2000
EC9_docked_complex,0.2000
EDK_docked_complex,0.2000
EF6_docked_complex,0.2000
EFI_docked_complex,0.2000
EFQ_docked_complex,0.2000
EFU_docked_complex,0.2000
EGJ_docked_complex,0.2000
EHA_docked_complex,0.2000
EHF_docked_complex,0.2000
EK5_docked_complex,0.2000
ELJ_docked_complex,0.2000
EMW_docked_complex,0.2000
EMY_docked_complex,0.2000
EQH_docked_complex,0.2000
ETP_docked_complex,0.2000
EWD_docked_complex,0.2000
EWO_docked_complex,0.2000
EWT_docked_complex,0.2000
EZW_docked_complex,0.2000
F0V_docked_complex,0.2000
F1C_docked_complex,0.2000
F3L_docked_complex,0.2000
F41_docked_complex,0.2000
F5A_docked_complex,0.2000
F8H_docked_complex,0.2000
F8J_docked_complex,0.2000
F91_docked_complex,0.2000
F9W_docked_complex,0.2000
FCD_docked_complex,0.2000
FCF_docked_complex,0.2000
FDX_docked_complex,0.2000
FEP_docked_complex,0.2000
FG2_docked_complex,0.2000
FG6_docked_complex,0.2000
FGQ_docked_complex,0.2000
FI7_docked_complex,0.2000
FIE_docked_complex,0.2000
FJ3_docked_complex,0.2000
FJS_docked_complex,0.2000
FKJ_docked_complex,0.2000
FNX_docked_complex,0.2000
FOV_docked_complex,0.2000
FQL_docked_complex,0.2000
FRS_docked_complex,0.2000
FRZ_docked_complex,0.2000
FU6_docked_complex,0.2000
FUI_docked_complex,0.2000
FUU_docked_complex,0.2000
FV4_docked_complex,0.2000
FWH_docked_complex,0.2000
FX2_docked_complex,0.2000
FXD_docked_complex,0.2000
FYO_docked_complex,0.2000
FZ4_docked_complex,0.2000
G41_docked_complex,0.2000
G4J_docked_complex,0.2000
G5D_docked_complex,0.2000
G62_docked_complex,0.2000
G7A_docked_complex,0.2000
G9G_docked_complex,0.2000
GBJ_docked_complex,0.2000
GD5_docked_complex,0.2000
GF7_docked_complex,0.2000
GG2_docked_complex,0.2000
GGO_docked_complex,0.2000
GH5_docked_complex,0.2000
GIG_docked_complex,0.2000
GO5_docked_complex,0.2000
GOF_docked_complex,0.2000
GUK_docked_complex,0.2000
GUQ_docked_complex,0.2000
GVB_docked_complex,0.2000
GVY_docked_complex,0.2000
GW0_docked_complex,0.2000
H0Z_docked_complex,0.2000
H22_docked_complex,0.2000
H2I_docked_complex,0.2000
H2Q_docked_complex,0.2000
H3Y_docked_complex,0.2000
H7Q_docked_complex,0.2000
H8K_docked_complex,0.2000
H92_docked_complex,0.2000
H9B_docked_complex,0.2000
HA0_docked_complex,0.2000
HA2_docked_complex,0.2000
HCJ_docked_complex,0.2000
HCQ_docked_complex,0.2000
HDI_docked_complex,0.2000
HGK_docked_complex,0.2000
HH6_docked_complex,0.2000
HJG_docked_complex,0.2000
HJJ_docked_complex,0.2000
HK3_docked_complex,0.2000
HLK_docked_complex,0.2000
HN8_docked_complex,0.2000
HOP_docked_complex,0.2000
HVO_docked_complex,0.2000
HYQ_docked_complex,0.2000
HZW_docked_complex,0.2000
I0V_docked_complex,0.2000
I16_docked_complex,0.2000
I1D_docked_complex,0.2000
I1R_docked_complex,0.2000
I28_docked_complex,0.2000
I2L_docked_complex,0.2000
I2Q_docked_complex,0.2000
I2R_docked_complex,0.2000
I47_docked_complex,0.2000
I5I_docked_complex,0.2000
I5L_docked_complex,0.2000
I6K_docked_complex,0.2000
I6Y_docked_complex,0.2000
I79_docked_complex,0.2000
ICK_docked_complex,0.2000
IDD_docked_complex,0.2000
IE6_docked_complex,0.2000
IFN_docked_complex,0.2000
IGB_docked_complex,0.2000
II4_docked_complex,0.2000
IKA_docked_complex,0.2000
IKH_docked_complex,0.2000
ILF_docked_complex,0.2000
IPQ_docked_complex,0.2000
IPX_docked_complex,0.2000
IQV_docked_complex,0.2000
IRX_docked_complex,0.2000
IS4_docked_complex,0.2000
IU7_docked_complex,0.2000
IUI_docked_complex,0.2000
IXG_docked_complex,0.2000
J2X_docked_complex,0.2000
J36_docked_complex,0.2000
J3C_docked_complex,0.2000
J3L_docked_complex,0.2000
J4M_docked_complex,0.2000
J50_docked_complex,0.2000
J5P_docked_complex,0.2000
J7G_docked_complex,0.2000
JAG_docked_complex,0.2000
JC9_docked_complex,0.2000
JEX_docked_complex,0.2000
JG2_docked_complex,0.2000
JGV_docked_complex,0.2000
JH5_docked_complex,0.2000
JHW_docked_complex,0.2000
JJP_docked_complex,0.2000
JJR_docked_complex,0.2000
JKR_docked_complex,0.2000
JKW_docked_complex,0.2000
JKX_docked_complex,0.2000
JLW_docked_complex,0.2000
JMF_docked_complex,0.2000
JMX_docked_complex,0.2000
JQA_docked_complex,0.2000
JQR_docked_complex,0.2000
JQX_docked_complex,0.2000
JRL_docked_complex,0.2000
JRZ_docked_complex,0.2000
JSY_docked_complex,0.2000
JTK_docked_complex,0.2000
JTT_docked_complex,0.2000
JUC_docked_complex,0.2000
JV1_docked_complex,0.2000
JVM_docked_complex,0.2000
JVN_docked_complex,0.2000
JWE_docked_complex,0.2000
JX2_docked_complex,0.2000
JY4_docked_complex,0.2000
JZH_docked_complex,0.2000
JZJ_docked_complex,0.2000
K4I_docked_complex,0.2000
K4L_docked_complex,0.2000
K58_docked_complex,0.2000
K5J_docked_complex,0.2000
K7H_docked_complex,0.2000
K7R_docked_complex,0.2000
K8S_docked_complex,0.2000
K9Z_docked_complex,0.2000
KA9_docked_complex,0.2000
KAS_docked_complex,0.2000
KBI_docked_complex,0.2000
KC5_docked_complex,0.2000
KCA_docked_complex,0.2000
KCI_docked_complex,0.2000
KEE_docked_complex,0.2000
KEK_docked_complex,0.2000
KFD_docked_complex,0.2000
KHS_docked_complex,0.2000
KHT_docked_complex,0.2000
KKL_docked_complex,0.2000
KMP_docked_complex,0.2000
KNE_docked_complex,0.2000
KQS_docked_complex,0.2000
KRM_docked_complex,0.2000
KRU_docked_complex,0.2000
KRY_docked_complex,0.2000
KS7_docked_complex,0.2000
KSF_docked_complex,0.2000
KTF_docked_complex,0.2000
KUW_docked_complex,0.2000
L05_docked_complex,0.2000
L1E_docked_complex,0.2000
L20_docked_complex,0.2000
L2K_docked_complex,0.2000
L3H_docked_complex,0.2000
L49_docked_complex,0.2000
L5B_docked_complex,0.2000
L6F_docked_complex,0.2000
L6V_docked_complex,0.2000
L77_docked_complex,0.2000
L79_docked_complex,0.2000
L7C_docked_complex,0.2000
L7I_docked_complex,0.2000
L9N_docked_complex,0.2000
LFL_docked_complex,0.2000
LGQ_docked_complex,0.2000
LGV_docked_complex,0.2000
LH8_docked_complex,0.2000
LI9_docked_complex,0.2000
LJX_docked_complex,0.2000
LQ7_docked_complex,0.2000
LQA_docked_complex,0.2000
LQH_docked_complex,0.2000
LRX_docked_complex,0.2000
LS3_docked_complex,0.2000
LUM_docked_complex,0.2000
LW5_docked_complex,0.2000
LX9_docked_complex,0.2000
M3E_docked_complex,0.2000
M6K_docked_complex,0.2000
M7W_docked_complex,0.2000
M9D_docked_complex,0.2000
M9R_docked_complex,0.2000
MB5_docked_complex,0.2000
MBW_docked_complex,0.2000
MDI_docked_complex,0.2000
MJM_docked_complex,0.2000
MJV_docked_complex,0.2000
MJY_docked_complex,0.2000
MLO_docked_complex,0.2000
MNZ_docked_complex,0.2000
MOX_docked_complex,0.2000
MQ1_docked_complex,0.2000
MR5_docked_complex,0.2000
MS5_docked_complex,0.2000
MTQ_docked_complex,0.2000
MVK_docked_complex,0.2000
MWZ_docked_complex,0.2000
MY1_docked_complex,0.2000
N0X_docked_complex,0.2000
N1J_docked_complex,0.2000
N23_docked_complex,0.2000
N28_docked_complex,0.2000
N4Q_docked_complex,0.2000
N55_docked_complex,0.2000
N5T_docked_complex,0.2000
N9H_docked_complex,0.2000
N9L_docked_complex,0.2000
NAS_docked_complex,0.2000
NCK_docked_complex,0.2000
NDR_docked_complex,0.2000
NG5_docked_complex,0.2000
NIU_docked_complex,0.2000
NLL_docked_complex,0.2000
NN5_docked_complex,0.2000
NQ3_docked_complex,0.2000
NQD_docked_complex,0.2000
NRK_docked_complex,0.2000
NRY_docked_complex,0.2000
NUD_docked_complex,0.2000
NW8_docked_complex,0.2000
NXO_docked_complex,0.2000
NY2_docked_complex,0.2000
O0D_docked_complex,0.2000
O1L_docked_complex,0.2000
O2O_docked_complex,0.2000
O2Q_docked_complex,0.2000
O32_docked_complex,0.2000
O41_docked_complex,0.2000
O4S_docked_complex,0.2000
O50_docked_complex,0.2000
O5C_docked_complex,0.2000
O6Y_docked_complex,0.2000
O74_docked_complex,0.2000
O90_docked_complex,0.2000
O9C_docked_complex,0.2000
O9W_docked_complex,0.2000
OFK_docked_complex,0.2000
OFZ_docked_complex,0.2000
OG0_docked_complex,0.2000
OGH_docked_complex,0.2000
OGJ_docked_complex,0.2000
OJ3_docked_complex,0.2000
OJ8_docked_complex,0.2000
ONS_docked_complex,0.2000
ORB_docked_complex,0.2000
ORL_docked_complex,0.2000
OSJ_docked_complex,0.2000
OTF_docked_complex,0.2000
OTQ_docked_complex,0.2000
OX4_docked_complex,0.2000
OYB_docked_complex,0.2000
OZQ_docked_complex,0.2000
P06_docked_complex,0.2000
P0H_docked_complex,0.2000
P0Z_docked_complex,0.2000
P37_docked_complex,0.2000
P59_docked_complex,0.2000
P5K_docked_complex,0.2000
P5M_docked_complex,0.2000
P6I_docked_complex,0.2000
PAK_docked_complex,0.2000
PAQ_docked_complex,0.2000
PD1_docked_complex,0.2000
PD9_docked_complex,0.2000
PDQ_docked_complex,0.2000
PK1_docked_complex,0.2000
PKS_docked_complex,0.2000
PM2_docked_complex,0.2000
PNB_docked_complex,0.2000
PZQ_docked_complex,0.2000
Q0G_docked_complex,0.2000
Q1H_docked_complex,0.2000
Q1N_docked_complex,0.2000
Q6E_docked_complex,0.2000
QB1_docked_complex,0.2000
QB9_docked_complex,0.2000
QC0_docked_complex,0.2000
QIG_docked_complex,0.2000
QIH_docked_complex,0.2000
QJS_docked_complex,0.2000
QK5_docked_complex,0.2000
QKO_docked_complex,0.2000
QLA_docked_complex,0.2000
QLH_docked_complex,0.2000
QMQ_docked_complex,0.2000
QMW_docked_complex,0.2000
QQ1_docked_complex,0.2000
QQA_docked_complex,0.2000
QRJ_docked_complex,0.2000
QSY_docked_complex,0.2000
QZ1_docked_complex,0.2000
QZZ_docked_complex,0.2000
R18_docked_complex,0.2000
R4E_docked_complex,0.2000
R6B_docked_complex,0.2000
R6R_docked_complex,0.2000
R88_docked_complex,0.2000
R9J_docked_complex,0.2000
RHH_docked_complex,0.2000
RHJ_docked_complex,0.2000
RHO_docked_complex,0.2000
RHX_docked_complex,0.2000
RJ5_docked_complex,0.2000
RJK_docked_complex,0.2000
RJS_docked_complex,0.2000
RKC_docked_complex,0.2000
RKO_docked_complex,0.2000
RL3_docked_complex,0.2000
RNL_docked_complex,0.2000
ROO_docked_complex,0.2000
RSV_docked_complex,0.2000
RU4_docked_complex,0.2000
RVA_docked_complex,0.2000
RVO_docked_complex,0.2000
RXV_docked_complex,0.2000
S25_docked_complex,0.2000
S45_docked_complex,0.2000
S59_docked_complex,0.2000
S5O_docked_complex,0.2000
S6Q_docked_complex,0.2000
S7O_docked_complex,0.2000
S8X_docked_complex,0.2000
S94_docked_complex,0.2000
S9D_docked_complex,0.2000
S9K_docked_complex,0.2000
SB8_docked_complex,0.2000
SBI_docked_complex,0.2000
SC9_docked_complex,0.2000
SDH_docked_complex,0.2000
SDV_docked_complex,0.2000
SH8_docked_complex,0.2000
SJI_docked_complex,0.2000
SK0_docked_complex,0.2000
SKI_docked_complex,0.2000
SQ5_docked_complex,0.2000
SQ8_docked_complex,0.2000
SRU_docked_complex,0.2000
SS7_docked_complex,0.2000
STI_docked_complex,0.2000
SU4_docked_complex,0.2000
SWB_docked_complex,0.2000
SWM_docked_complex,0.2000
T1K_docked_complex,0.2000
T3I_docked_complex,0.2000
T9C_docked_complex,0.2000
TDB_docked_complex,0.2000
TDV_docked_complex,0.2000
TGW_docked_complex,0.2000
TII_docked_complex,0.2000
TIJ_docked_complex,0.2000
TKO_docked_complex,0.2000
TL3_docked_complex,0.2000
TO9_docked_complex,0.2000
TSJ_docked_complex,0.2000
TTY_docked_complex,0.2000
TV3_docked_complex,0.2000
TYD_docked_complex,0.2000
TZU_docked_complex,0.2000
U01_docked_complex,0.2000
U0Y_docked_complex,0.2000
U1O_docked_complex,0.2000
U2T_docked_complex,0.2000
U3P_docked_complex,0.2000
U3R_docked_complex,0.2000
U41_docked_complex,0.2000
U4O_docked_complex,0.2000
U68_docked_complex,0.2000
U6Z_docked_complex,0.2000
U73_docked_complex,0.2000
U82_docked_complex,0.2000
U94_docked_complex,0.2000
U9E_docked_complex,0.2000
U9Q_docked_complex,0.2000
U9U_docked_complex,0.2000
UE2_docked_complex,0.2000
UEB_docked_complex,0.2000
UFS_docked_complex,0.2000
UKI_docked_complex,0.2000
UKN_docked_complex,0.2000
UO8_docked_complex,0.2000
