ID,SMILES,affinity,COM,RMSD,mcs_size,PLIP_sim_1MVN,PLIP_sim_1QZU_pred,Cluster
L49,c1cc(cc(c1)C(F)(F)F)C(=O)O[C@H](Cn2ccnc2)c3ccc(cc3)F,-7.21,2.75124351382854,0.77264866048775,6,0.2,0,no
470,CCC/C=C(\CCC)/C1=C([C@@]2(CCC[C@@H]2C1)Nc3ccccc3)c4ccccc4,-6.97,2.81395326440164,1.06882091132143,9,0.2,0.2,1540
W29,CCc1ccsc1c2ccc(c(c2)O)O,-6.97,0.920370713178652,0.222722259490266,6,0.2,0,2823
VKL,C[n+]1c2[n+](cc(n1)c3ccc(c(c3)F)F)CCN2,-7.05,1.69661872571224,1.53318732880534,4,0.2,0,no
AWL,Cc1ccc(cc1N2CCN(CC2)C(=O)C34CC5CC(C3)CC(C5)C4)Cl,-7.24,2.91674897547009,1.21882957511929,4,0.2,0,no
3ZV,COc1ccc(cc1)C2=Nc3ccc(cc3C2=O)OC,-7.11,2.13869209786252,0.546257351888417,4,0.2,0,no
951,c1ccc(c(c1)c2ccc(o2)/C=N/Nc3ccccc3C(=O)O)Cl,-7.34,3.10035427814963,7.04561978343725,3,0,0.2,1865
6D7,CNC(=O)c1ccc2cc(ccc2c1)[C@@]3(CCn4c3cnc4)O,-8.61,28.57233810458,5.81079270258714,6,0,0,no
A07,CCCC(=O)Nc1c2cc(c(cc2[nH]n1)Cl)c3ccccc3,-7.77,7.15775337681283,5.54237210310635,10,0,0.2,802
Y5L,COc1ccc2c(c1)NC(=O)CN2c3c4c(nc(n3)Cl)CCC4,-7.11,3.19418326243749,1.17278429898973,4,0,0.4,2455
BR1,c1ccc(cc1)CCCCCC[C@@H](c2ncc(o2)c3ccc(cn3)CBr)O,-7.38,6.60085389624767,4.77033681747451,10,0.2,0.2,no
O16,c1ccc(cc1)\C=C\c2nn([n+](n2)c3ccc4c(c3)C(=O)NNC4=O)c5nc6ccccc6s5,-9.03,30.3410428617189,0.94480097836798,2,0,0,2567
YR2,c1ccc2c(c1)[C@H](C3(O2)CCN(CC3)c4cnc5c(n4)[nH]nc5N6CCCc7c6cccn7)N,-9.06,30.3995617324065,7.05238876466541,2,0,0,no
KWA,CNCc1ccc(o1)c2cc(cc(c2)Cl)Cl,-7.27,0.483279173889823,5.35542151114742,7,0,0,no
DZQ,CC(C)(Cc1ccc(cc1)OC)NC[C@@H](c2cc(cc3c2OCC(=O)N3)O)O,-7.3,2.90838648190912,1.05545782715293,12,0,0.2,2156
M7W,CC(=O)c1ccc(cc1)N2CCN(CC2)C(=O)NCc3ccc(nc3)OC,-7.07,5.52163134424837,5.70549103102239,6,0.2,0.4,no
C48,CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)C(=O)CC(=O)NCCc2ccccn2,-6.96,4.34579588647594,5.03098510220965,13,0.4,0.2,2476
43E,c1cscc1NC(=O)NCCCNCc2cc(cc(c2)Cl)Cl,-7.08,3.51282628831358,5.12114024802832,15,0.2,0.2,no
15S,C[C@@H](C(=O)N1CCC(=CC1)c2ccc(cc2)F)NC(=O)CN3CCc4cccc5c4[C@@H]3CNC5=O,-8.42,27.2576593446233,5.35915520351481,12,0,0,no
AJZ,c1cc(cc(c1)O)c2nc3ccsc3c(n2)N4CCOCC4,-7.22,2.87414719215544,8.70388648174606,2,0.2,0,no
TU5,Cc1cn(cn1)c2cc(cc(c2)N)C(F)(F)F,-7.04,1.09680269482747,0.641476261548181,4,0,0.2,no
1L3,CC1=C(C(=O)c2ccccc2C1=O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C,-7.47,4.43752384098985,1.24537097434704,9,0.2,0,no
JYJ,c1cc(cc(c1)Cl)C2(CC2)C(=O)N3CCN(CC3)C(=O)c4ccsc4,-7.52,2.76034129526602,1.68587394043576e-07,1,0,0,2606
X0A,c1ccc(cc1)Nc2nc(nc(n2)N)c3cc(ccc3O)Cl,-8.08,5.7319446810126,7.05321370457991,2,0,0,no
0XP,c1cnc(cc1NC(=O)c2c(cc(cc2Cl)C#N)Cl)NC(=O)[C@H]3C[C@H]3F,-7,4.78866806317507,6.3338225596443,3,0.4,0.2,no
6RA,c1ccc2c(c1)CCC[C@H]2Nc3[nH]c4ccccc4n3,-7.44,2.41058247586517,7.05268065745096,2,0,0,no
KDT,CN(C1=C(N(C(=O)NC1=O)Cc2ccc(cc2)Br)N)S(=O)(=O)c3ccccc3,-7.61,5.0690188688636,0.204348471850508,4,0,0.2,no
JRL,Cn1c(c(cn1)C(=O)N2CCC2)C(=O)Nc3ccn4cc(nc4n3)c5ccccc5,-7.58,5.71479521238864,1.1283105431997,4,0.2,0,2351
TCR,c1ccc2c(c1)c3c([nH]2)CN[C@@H](C3)C(=O)O,-7.1,1.78735299572472,7.04553215298373,3,0,0.2,no
U5Q,Cc1ccc2c(c1c3ccc(c(c3)C(=O)O)O)cccn2,-7.76,8.06617310043877,1.98742061716712,4,0,0.2,no
MWZ,C[n+]1c(cn(n1)c2ccc(c(c2)OCCC3CCNCC3)c4nc(cs4)CCc5ccccc5)CCCCN,-7.25,4.94219822416297,4.81160352168064,10,0.2,0.2,no
WIC,Cc1ccc(cc1)O[C@@H](CCCCOc2ccc(cc2)Cl)C(=O)O,-7.22,4.67339813203289,5.61900413474801,10,0.2,0.2,no
BQ5,c1ccc(cc1)n2c3c(c(n2)CN)CCC3,-6.96,1.31675193234844,7.72563241935745,5,0.2,0,no
U01,CC(C)[C@@H](c1ccc(cc1)Br)C2=C(c3ccccc3OC2=O)O,-7.32,3.61292109149767,0.882602185399825,11,0.2,0,no
1R7,c1cc(ccc1CNC(=O)n2cc3ccncc3c2)S(=O)(=O)C4CCN(CC4)C5CCOCC5,-7.65,5.72999848750823,6.25377071666539,6,0,0.2,no
A1BZP,Cc1c(c(n(n1)C)C)NS(=O)(=O)c2cccc(c2)F,-7.02,1.79413520763753,0.671314801204584,4,0.2,0,2200
NPP,CC1(CC(CC(N1[O-])(C)C)Nc2cc(c(cc2[N+](=O)[O-])[N+](=O)[O-])NCCN)C,-7.09,1.80203206663938,5.42939081089209,8,0,0.2,no
BS8,c1cncc(c1c2ccnc3c2[nH]c(n3)N)F,-7.3,1.48751112979464,7.05320389045009,2,0,0,no
QG5,Cc1ccc(cc1n2c(c(c3c2nc4ccccc4n3)C(=O)N)N)O,-7.18,3.86937422780734,1.4334122892692,4,0,0.4,no
J6C,CC(C)C1=CCC2=C(C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C,-7.55,3.04371752664076,1.109910968631,9,0,0,no
2SB,c1ccc(cc1)[C@@H](C(=O)N/N=C/c2ccc(c(c2)Br)O)N,-7.05,2.06981383059132,7.7474479456645,5,0.2,0,no
XL9,CCC(=O)N[C@H]1CCOC[C@H]1Nc2ncc3cc(ccc3n2)c4c(c(cc(c4Cl)OC)OC)Cl,-7.3,5.75637231022767,5.28629367605693,9,0.2,0.2,no
A1BRB,c1cc(cc(c1)Cl)C(COc2cnc(cn2)C(=O)NC3(CC3)c4cnccn4)(F)F,-7.47,4.77745420866771,0.831103048315251,5,0.2,0,no
MP6,C[C@H](C(C)(C)C)Nc1c2ccc(cc2c3c(n1)C(=CCC4CC4)C=NC3=O)c5c[nH]nc5,-7.74,8.5665574076117,3.11380699239212,16,0,0.2,no
AJN,C[C@H]1[C@H]2CN3CCc4c5ccccc5[nH]c4[C@@H]3C[C@@H]2C(=CO1)C(=O)OC,-7.23,3.14435036728643,2.81032032718633,4,0.2,0,1458
AA7,c1ccc2c(c1)c(c3c(n2)CCCC3)NCCCCCCCNc4c5ccccc5nc6c4CCCC6,-7.37,8.23905882864633,4.51353766057655,10,0.4,0,no
A1AHP,CC1=CC(=CC(=O)N1CCNC(=O)NC2CN(C2)c3c4cncn4ccn3)N5CC[C@](C5)(C)c6ccccc6,-8.75,31.0924322101816,7.13291574450958,9,0,0,no
WFT,Cc1ccc2c(c(sc2n1)C(=O)N[C@H]3CCc4cc(ccc4C3)N5C[C@H]6CC[C@@H](C5)N6)N,-8.38,28.621588918823,1.55295013946633,4,0,0,2611
ZJW,CCc1nncn1CCNC(=O)N2CCN(CC2)C(=O)c3ccc(s3)C,-6.99,5.06835268371586,4.67966006151239,9,0.4,0.2,no
A4A,c1ccc2c(c1)cc3c4c2c5c(cc4C(=O)N3)OCO5,-7.73,8.44287221453225,2.38418579101562e-07,1,0,0.2,no
A1L1E,CCc1c(c2nc(cc(n2n1)C)C)Cc3ccc(cc3)c4nnc(o4)C5CCNCC5,-8.6,30.3338424292614,1.72770099045692,6,0,0,no
X2L,COc1ccc(cc1)\C=C/2\c3cc(ccc3NC2=O)N,-7.11,2.08478413778619,1.72025987444295,4,0,0.2,no
YPF,c1cc2ccc(cc2c3c1ccc(c3)C#CCCO)C#CCCOP(=O)(O)O,-8.09,6.82284709558861,8.56023927609435,11,0,0,no
WHI,c1cc(ccc1CSCC2=CC(=O)NC(=S)N2)Cl,-7.09,3.90782870297473,0.483329512316311,4,0.2,0.2,2061
A1D5L,Cc1cnc(c(n1)OC)NS(=O)(=O)c2cccnc2c3ccc(cc3)c4nnco4,-7.37,3.6946473045967,3.06267289104228,4,0,0.2,no
9JF,c1ccc2c(c1)C(=O)c3cc(c(c(c3C2=O)O)O)NS(=O)(=O)c4ccccc4O,-8.52,30.2531610517762,8.70604389640667,2,0,0,2629
VXY,c1c(cnc(n1)N)c2c(c(nc(n2)N3CCOCC3)N[C@]4(CCN(C4)C(=O)OCC(F)F)CO)F,-6.97,4.98907712083293,2.82971346465101,5,0.2,0.4,no
5JG,COc1cc(c(cc1OC)F)c2[nH]c3c(n2)c(c(cn3)Cl)NCC4CCNCC4,-6.96,3.16341718397757,6.13587050208509,5,0.2,0.2,no
84S,Cn1cc(cn1)c2ccc3nnc(n3c2)C(c4ccc5nc(cn5n4)NC(=O)C6CC6)(F)F,-8.67,31.2053228960495,0.751700080695875,4,0,0,no
17K,C[C@](COC(=O)Cc1ccccc1)([C@H](C(=O)O)Nc2c(cc3n2cccc3)C=O)S(=O)O,-7.09,3.94685987780065,5.20668226143266,14,0.2,0.2,1851
V6A,c1cnc(cn1)NNC(=O)CCn2cnc(n2)c3cc(cc(c3)C(F)(F)F)C(F)(F)F,-8.22,27.0961735503228,6.05240021046841,9,0,0,no
ELW,CN1C=C[C@](C1=O)(C#Cc2ccnc(c2)n3c4ccc(cc4c(n3)C(=O)N)F)O,-8.22,27.1926839814032,1.18923588217917,4,0,0,1232
QWY,c1ccc(cc1)c2nnc(s2)NC(=O)c3c(c4cc5c(nc4s3)CCCCC5)N,-8.26,27.9784137409015,6.33319557755948,3,0,0,2636
IRX,Cc1c(nc(o1)c2ccccc2)C(=O)NCCN3CCCCCC3=O,-7.17,4.58428065682831,5.04376711549054,9,0.2,0.2,no
EAF,CCOc1ccc(cc1)[C@@H]2c3c(n[nH]c3C(=O)N2Cc4cccnc4)c5ccccc5O,-7.07,3.87980655083865,0.398980607915381,6,0.2,0.2,no
MJV,c1cc(ccc1C(=O)NCCN2CCC(CC2)N3c4ccc(cc4NC3=O)Cl)F,-7.11,4.13228833765073,7.09432765187849,9,0.2,0.2,no
393,c1cc(cc(c1)[N+](=O)[O-])CNC(=O)c2ccc(cc2OCC(=O)O)Cl,-7,1.9456187951132,6.05490827219771,6,0.2,0,no
U4F,c1ccc2c(c1)-c3cc(nc4c3c(ccc4)C2=O)N5CCC6(CC5)OCCO6,-8.27,28.3631859704391,1.68587394043576e-07,1,0,0,no
SWM,c1cnccc1c2nnc(s2)NC(=O)C(F)(F)Br,-6.97,3.29908470909245,5.82881945170045,4,0.2,0.2,2515
IS4,CCC(=O)N1CCC(CC1)[C@@H]2CCNc3n2nc(c3C(=O)N)c4cc(c(c(c4)OC)Br)OC,-7.13,4.31155095691671,1.20359984579881,7,0.2,0.2,no
6NS,CC(C)(C)[C@@H](CC(=O)O)Nc1c(cnc(n1)c2c[nH]c3c2cc(cn3)F)F,-7.21,2.84809611048779,3.24499158902998,16,0,0.2,no
C4A,CCOC(=O)N[C@@H](CCCCN)C(=O)c1nc(on1)Cc2ccc(cc2)C(=O)NC3Cc4ccccc4C3,-7.34,8.22689573548003,4.5549458066118,11,0.4,0,no
5H,c1ccc(cc1)S(=O)(=O)NN2C(=O)[C@H](SC2=S)Cc3ccc(cc3)Br,-7.25,5.53612722068843,0.21632267376027,3,0.4,0,no
FYH,c1cc(cc(c1)C(=O)Nc2ccc(cc2)OC(F)(F)F)CN3CCOCC3,-6.97,3.30374323381902,6.33087790128493,3,0.4,0,no
IFB,c1cc(c(cc1F)F)c2cc(c(c(c2)I)O)C(=O)NCCC(=O)O,-7.33,3.59269658459745,7.20810915230501,12,0,0.2,no
N23,Cc1c(c2ccccc2[nH]1)CCNC(=O)c3cccs3,-7,5.64875472473242,4.9086555805864,9,0.2,0.4,no
U1D,CC(=O)NNC(=O)c1cc2c(s1)CCCC2,-7.23,1.32433331071137,5.79991763991212,6,0,0,no
WX0,CC1CC(C1)(c2cccc(c2)C3=Cc4c(cn(c4NC3=O)C)C(F)(F)F)c5nncn5C,-8.43,30.2936654848188,1.66586679503554,4,0,0,no
EGN,CCN1c2ccccc2C(=CC1=O)SCC(=O)N3CC[NH+](CC3)C4CCCCC4,-7.28,6.08212139735099,0.775569950656253,6,0.4,0,no
NQ3,Cc1ccncc1N2C=CN(C2=O)c3cccc(c3)Cl,-6.96,1.76104272342798,0.588164028045358,4,0.2,0,no
0RS,CN(C)C1CCN(CC1)c2ccc3c(n2)nc([nH]3)C(=O)c4ccnc(c4)c5cncc6c5cccc6,-8.65,31.8018414780971,1.94473515572717,6,0,0,no
POX,COCCO/N=C/c1c(ncnc1Nc2ccc3c(c2)cnn3Cc4cccc(c4)F)N,-7.26,5.76561994275735,1.92501581817394,6,0.4,0,no
609,c1ccc2c(c1)nc-3n2C(=O)c4cccc5c4c3ccc5C(=O)O,-8.3,29.100968616353,7.04557577585393,3,0,0,no
KH5,c1ccc(cc1)c2ccc(cc2)CN3CCC(CC3)(CC#N)n4cc(c(n4)NC(=O)C5CC5)C(=O)N,-7.62,6.28668055631401,1.54298189367408,4,0,0.2,no
73J,c1ccc2c(c1)-c3c(cccc3[C@@H]2NC(=O)c4ccnc5c4cc[nH]5)c6[nH]c7ccc(cc7n6)F,-8.51,31.2829397933906,6.33248750764765,3,0,0,no
3FN,CN1c2c(cnc(n2)NC3CCOCC3)C=C(C1=O)Oc4ccc(cc4F)F,-7.34,4.14969187522953,1.39798923327298,4,0.2,0,420
5TB,CNCc1ccc(cc1)N2CCCN(C2)C(=O)CCC3CCCC3,-7.08,4.03336981715914,5.66775345966169,7,0.4,0,no
FDZ,c1cc(cc(c1)OC(F)(F)F)NC(=O)Nc2cnns2,-7.48,3.02153821828727,6.33577407852563,3,0,0,no
A1D48,c1cc2c(c(c1)O)/C(=C/c3ccc4c(c3)nc[nH]4)/C(=O)N2,-7.03,2.32717613744341,8.70569152588563,2,0.2,0,2110
DWY,B(c1ccc(cc1)CN2CCN(CC2)C3=NC(=O)/C(=C/c4ccc(c(c4)Cl)Cl)/S3)(O)O,-8.48,31.1665169170573,0.796871948027585,3,0,0,no
A1H5V,CCOc1cc(c(cc1C(=O)NCC(C)(C)CC(=O)NC2=C(N3CCCc4ccccc4N3C2=O)COC)Cl)F,-7.27,6.14867665025905,3.7027573778565,17,0.2,0.2,1884
V37,c1ccc(cc1)CCN2[C@@H]3CC[C@H]2CC(C3)OC(=O)c4ccccc4,-7.79,4.82462694494098,0.667962325386955,6,0,0,no
3EK,Cc1cc(cc(n1)C(=O)NCc2ccc(cc2)F)c3ncn(n3)CC4CCC(CC4)C(=O)O,-7.48,5.54697660136276,8.14924348934974,6,0.2,0,no
D7U,Cc1cc(n2c1C(=O)NC=C2)c3cc(cnc3Oc4ccc(cc4F)F)CS(=O)(=O)C,-7.31,3.9943072109717,0.703746101215886,4,0.2,0,no
BX3,CC(=N)N1CCC(CC1)Oc2ccc(cc2)[C@H](Cc3ccc4ccc(cc4c3)C(=N)N)C(=O)O,-8.58,31.7483281987457,5.13417351789101,8,0,0,1540
YAL,Cc1ccc(c(c1)Cl)NC(=O)C[C@H](CCC(=O)O)c2c(c(on2)C3CC(C3)CC(C)(C)C)C4CC4,-7.14,4.00432704562745,1.88376573975798,14,0,0.4,no
XQR,c1cc(ccc1Cc2c3c(ncn2)CCN(C3)C(=O)Sc4ccc(cc4)S(=O)(=O)N)C(F)(F)F,-8.89,32.7114918029032,0.513790496558529,3,0,0,2515
4CX,CCS(=O)(=O)c1ccc(cc1)CC(=O)Nc2ccc(c(c2)C(F)(F)F)c3ccc(c(c3)C#N)CC(C)C,-7.31,8.09395389343806,1.87536223095862,12,0.4,0,2076
DQK,c1ccc2cc(ccc2c1)S[C@@H](CC(=O)NCCCC[C@@H](C=O)N)C(=O)O,-7.19,1.18241408123122,4.2345845855422,16,0,0,no
CRI,Cc1ccc(cc1)C(=O)Nc2cc(cc(c2)C(=O)N(C)C)c3ccc(cc3)C(=O)NO,-8.56,31.8316895835615,2.63423642799388,6,0,0,no
BIM,CN(C)c1c2ccc(n1)CCCn3cc(c4c3cccc4)C5=C(c6cn(c7c6cccc7)CCCC2)C(=O)NC5=O,-8.07,18.0809329340201,4.99747753054445,6,0,0,no
7FM,CS(=O)(=O)N1CCCCC(=O)N2CCc3c2ccc(c3)Nc4ncc(c(n4)NCc5c1nccc5)C(F)(F)F,-8.08,22.4686242119942,1.2908012874155,4,0,0,no
YDW,CNC(=O)c1cccc(c1)CN2C=Cc3cc(ccc3C2=O)c4cn[nH]c4C(F)(F)F,-8.34,30.5571271982941,5.80970290540826,6,0,0,2600
W20,c1cc(c(cc1c2ccc3c(c2F)ncnc3N)S(=O)(=O)NC(=O)[C@@H]4CCCN4)F,-8.37,30.7917591877652,6.32941400938966,3,0,0,no
W8S,Cn1c(cc(n1)c2cccc(c2)OC)Nc3cc(cc(c3C(=O)N4Cc5ccccc5C4)O)O,-8.46,31.5507229105952,1.87320505587692,4,0,0,no
F6E,CCCN1CCN(C[C@@H](C1=O)Cc2ccc(cc2)c3ccccc3)C(=O)c4c[nH]cn4,-7.25,5.09841023640402,1.97936510520474,8,0,0.4,no
BMS,CC1(CCC(c2c1ccc(c2)C(=O)Nc3ccc(cc3)C(=O)O)c4cc5ccccc5nc4)C,-8.79,32.7520593064972,1.65694665894396,4,0,0,no
4ID,Cc1ccc(c(c1)C)S(=O)(=O)C2=CN=C(NC2=O)SCC(=O)Nc3ccccc3C(F)(F)F,-8.29,30.0692349555957,6.77352099899763,7,0,0,no
KCU,CCCn1c(c(cn1)Cl)C(=O)Nc2ccc3c(c2)nc([nH]3)c4ccccc4,-7.24,6.06877221392898,1.4834821739339,8,0.4,0,2527
1FG,CN(CC1=NC(=O)c2ccccc2N1)CC(=O)N3CCCc4c3cccc4,-7.13,4.06724528009002,2.86557434597085,7,0,0.4,2396
6GI,c1ccn2cc(nc2c1)COc3ccc(cc3)C4NC(=Nc5n4c6cc7c(cc6n5)OCCCO7)N,-8.28,30.0440664049585,0.708191778174134,4,0,0,no
2W6,CC1(CCc2c([nH]nc2C(=O)Nc3cnn(c3)[C@@H](CCN(C)C)c4ccccc4)C1)C,-7.41,5.06738719258768,2.04200922424948,11,0.2,0,2547
NAS,c1ccc2cc(ccc2c1)S(=O)(=O)O,-6.96,2.04319324014273,8.71540807490575,2,0.2,0,no
A1L2M,C[C@H](c1ccc2ccccc2c1)Nc3cc(nc4n3nc(n4)C5CC5)N6CCN(CC6)C(=O)N,-9.16,33.2267961509587,6.36170966410934,7,0,0,no
PDQ,Cc1c2c(cc(c1N3CC[C@H](C3)[C@H](C)N)F)C(=O)N(C(=O)N2C4CC4)N,-7.29,7.8971443095082,5.41197056059489,7,0.2,0.2,no
A1IDI,CN(CC#C)Cc1ccc(cc1)Cn2c3c(c(ncn3)Sc4nc5ccccc5o4)nn2,-7.17,5.13164975547017,2.04930517243852,7,0.2,0.2,no
XOO,c1ccc(cc1)c2ccc3c(n2)n(c(n3)c4cccnc4N)c5ccc(cc5)CNCCc6ccc(c(c6)O)C=O,-8.39,31.4403923452658,4.88212250791005,10,0,0,1984
P30,CC(C)(C)c1cc(no1)NC(=O)Nc2ccc(cc2)c3cn4c5ccc(cc5sc4n3)OCCN6CCOCC6,-8.02,9.24093811458951,0.623296349462181,12,0,0,no
HFU,Cc1cc-2n3c1C(=O)NC=C3CN(c4c2cc(cc4)CS(=O)(=O)C)C(=O)c5cccc6c5cccc6,-8.3,30.5829063668435,1.2989891880853,4,0,0,no
MR5,c1ccc2c(c1)nc(o2)c3cc(c(c(c3)Br)O)Br,-6.96,3.57422434625223,8.70472408120283,2,0.2,0.2,no
PR1,c1cc2c(cc(s2)S(=O)(=O)N[C@H]3CCN(C3=O)Cc4cc(ccc4O)C(=N)N)nc1,-8.31,30.7603581274269,6.32573165871555,3,0,0,no
V9O,c1cc(c(cc1CCN)c2c(c3c(c(c2O)O)C(=O)c4cc(c(c(c4C3=O)C(=O)O)C(=O)O)O)O)O,-8.9,33.077349349432,5.94974834996206,8,0,0,no
UO8,c1nc2c(n1C3CCCCC3)NC(=NC2=S)N,-6.97,2.14895779305439,7.05360570247719,2,0.2,0,no
ECV,CNC(=O)C[C@H]1COc2cc(ccc2N1C(=O)c3ccc4c(c3)NC(=O)CO4)F,-8.18,28.9596562018236,5.15719617675697,8,0,0,no
EGO,Cc1cnn(c1c2ccc(c(c2)F)Cl)c3ccc(c(c3)C(=O)O)OCc4ccccc4,-7.74,4.79214836402903,1.1783818003833,4,0,0,no
DUH,c1ccc(cc1)c2c(c(c(c(c2F)F)NC(=O)c3c4ccccn4nc3O)F)F,-8.13,28.4034625289456,6.33106204716231,3,0,0,no
E9B,c1ccc(cc1)/C=C/c2nnc(o2)SC(=O)c3ccc(s3)[N+](=O)[O-],-7.25,5.36571240353082,0.0055785948149472,2,0,0.4,no
6SC,c1ccc(cc1)c2cc(n3c(n2)c(cn3)Br)NCc4ccncc4,-7.37,2.74148720657407,7.20041336963092,5,0,0,no
S94,c1ccc(cc1)[C@H]2C[C@@H]2NC(=O)N3CCC(CC3)Oc4ccccc4,-7.44,5.61709876333692,6.33018918407875,3,0.2,0,no
DZS,c1ccc(c(c1)CN2c3nnc(n3-c4ccccc4C2=O)c5cc(ccc5O)C(=O)O)Cl,-8.55,32.4874519958491,7.04557827084877,3,0,0,no
336,c1c(cc(c2c1CCc3cc(cnc3[C@@H]2C4CCN(CC4)C(=O)CC5CCN(CC5)C(=O)N)Br)Br)Cl,-8.26,30.5527909905628,1.55830407352634,4,0,0,no
GSK,C[C@@H](C(=O)N1CCOCC1)N2CC[C@@H](C2=O)NS(=O)(=O)c3ccc4cc(ccc4c3)Cl,-7.48,5.19236344990717,3.65624759762005,6,0,0.2,1108
A0H,CS(=O)(=O)NCc1cccc(c1)c2cn3c(cnc3c(n2)Nc4ccc(cc4)N5CCOCC5)Cl,-8.49,32.3469054342081,6.67617731273541,5,0,0,no
F2V,Cn1cnc2c1c(ncn2)N3CC[C@]4(C3)CCN(C4)c5ccc(c(c5)Cl)C(F)(F)F,-7.28,3.60012664335681,3.02147428856334,4,0,0.2,no
XON,c1cnc2c(c1Oc3c(cc(cc3F)NC4=NCC5(CCOCC5)CO4)F)c(c[nH]2)C6(CC6)C(F)(F)F,-8.46,32.2554749193339,7.05291314076352,2,0,0,no
89W,c1ccc(cc1)C(=O)N[C@@H]2CCCNC2,-7.03,4.08835268108674,6.33221693808096,3,0.2,0.2,no
X3Q,C[C@H](c1ccccc1)N2c3cc(ncc3N=C(C2=O)N4CCNCC4)c5cnc6n5nccc6,-8.22,30.0863189255377,0.685770265265637,5,0,0,no
S8T,CC(C)c1ccc2c(c1)CCc3ccc(cc3S2)F,-7.36,2.7298000350413,1.15019802446702,9,0,0,no
C5W,CC(C)N1CCN(CC1)Cc2cnc(o2)c3cc(cc4c3c[nH]n4)c5cc(c(nc5)OC)C(=O)O,-8,20.0998604453849,2.48104187772086,9,0,0,no
USU,C[C@H]1C(=O)N(C[C@H]2N1C(=O)CCN2C(=O)NCc3ccc(cc3)F)Cc4cccc5c4cccc5,-8.02,26.6244089781896,5.2202129595743,6,0,0,2688
LLS,Cc1c(c(n(n1)c2[nH]c3ccc(c(c3n2)Cl)Cl)O)[C@@H]4c5ccccc5C(=O)O4,-8.26,30.7716904163061,0.85632309025473,4,0,0,2514
RW3,CC(=O)Nc1nc2ccc(cc2s1)c3c4c(ncnc4n(n3)Cc5cc6ccccc6nc5N7CCN(CC7)C)N,-8.67,33.0071594308265,8.17729371389368,6,0,0,no
C6K,COc1c2cc[nH]c2c(cc1C(=O)CCC3CCN(CC3)Cc4ccccc4)Cl,-7.25,7.32554703559159,0.851390176150184,7,0.4,0,no
G9B,CCC(=O)Nc1cccc(c1)n2c3ccccc3nc2c4c(ncc(n4)c5cnn(c5)C6CCN(CC6)C)N,-8.2,29.9742164651028,4.68319795571058,9,0,0,2524
EYE,CCn1c2ccc(cc2c3c1cc(cc3)c4ccc(s4)C)C[NH2+]C,-7.01,3.98825700429825,5.60736422436152,7,0.4,0,no
7M8,Cc1cc2c(cc1N3C(=O)c4cccc5c4c(ccc5CCCO)C3=O)N(C(=O)N2C)C,-8.22,30.3071101130592,4.8436646290691,10,0,0,no
YKE,c1cc(c2cccnc2c1)C(=O)NC3=C4C=CC=CC4=C5C3=CC=CC5c6[nH]c7cnccc7n6,-8.65,33.0127911748821,6.33256152926596,3,0,0,2118
666,C[C@@H]1CC(=O)NN=C1c2ccc(cc2)NC3=C(C(=O)CCC3)Cc4cccc(c4)I,-8.33,31.7388627441016,0.0235876244415002,4,0,0,no
FUI,CC(C)C1=C(C(=O)N(N1C)c2ccccc2)NC(=O)Nc3ccc(cc3)Cl,-7.05,4.3230827253856,0.612534276656587,9,0.2,0.2,no
YJR,CC1=CC(=O)C(=NN1c2cccnc2)C(=O)NCc3c(cc(cc3F)c4ccccc4)F,-8.38,32.0580511554824,7.68892068197502,6,0,0,no
6CY,CC(=O)N1CCN(CC1)C(=O)c2cccc(c2)c3c4cc(ccc4ncn3)c5cc(c(nc5)OC)C#N,-8.34,31.8604816925058,0.453249248847775,5,0,0,no
LBJ,COc1ccc2c(c1)c3c([nH]2)CNCC3,-7.13,1.02722948938299,0.194952629636379,4,0,0,no
8HV,CC(C)(C(=O)N1CCC(CC1)c2ccc(cc2)NC(=O)n3cc4ccc(cc4c3)F)O,-8.26,30.9999617410707,0.960705478098502,10,0,0,2445
O90,CCCc1c(ccc2c1onc2C(F)(F)F)OCCCSc3ccc(cc3Cl)CC(=O)O,-6.95,6.11439272049514,0.997453395449868,9,0.2,0.4,2061
SP3,c1cc(sc1)c2cc(n(n2)c3ccc(cc3)F)NS(=O)(=O)c4cc(cc(c4)C(F)(F)F)C(F)(F)F,-8.5,32.7001887848968,7.05368308321734,2,0,0,2056
665,c1cc(cc(c1)Br)NC(=O)[C@H]2CC(=O)N(C2)C3CCCCC3,-7.68,4.57202545715339,6.33551694969825,3,0,0,373
6MK,c1ccc(cc1)Cc2ccncc2C(=O)NNC(=O)/C=C/C(=O)O,-7.43,4.88847564383325,6.84535177043983,5,0,0.2,no
QF4,c1ccc(cc1)COC(=O)N[C@@H](Cc2cccc(c2)N=[S@](=O)(N3CCC(CC3)C(=O)N)F)C#N,-7.95,9.65635110403512,5.64746812543201,10,0,0,2037
A1BBW,c1ccc2c(c1)c(ncn2)Nc3ccc(cc3)C(=O)N[C@@H]4CCc5c4cccc5C#N,-8,26.7603936032928,6.33040746367382,3,0,0,no
